name,composer,genre,key,year,instruments,details_url,tags,catalogue_code,file_urls,raw_file_path,source_url,processed_file_path
Impromptu in As-dur,F. Schubert,Romantic,c# minor,1827,Piano,piece-info.cgi?id=1552,,"D.899 (Op. 90, No. 4)",http://www.mutopiaproject.org/ftp/SchubertF/D899/SchubertF-D899-4-Impromptu/SchubertF-D899-4-Impromptu.mid,data/files_mutopia/d7f85418806418d5bb0c4b5646976670d755a280.mid,http://www.mutopiaproject.org/ftp/SchubertF/D899/SchubertF-D899-4-Impromptu/SchubertF-D899-4-Impromptu.mid,data/normalized/d7f85418806418d5bb0c4b5646976670d755a280.xml
Kinderscenen - Von fremden Ländern und Menschen,R. Schumann,Romantic,G major,18th C.,Piano,piece-info.cgi?id=354,,O 15 N 1,http://www.mutopiaproject.org/ftp/SchumannR/O15/SchumannOp15No01/SchumannOp15No01.mid,data/files_mutopia/c22b50c3bb90341daba6d2a841d4afc41987ae87.mid,http://www.mutopiaproject.org/ftp/SchumannR/O15/SchumannOp15No01/SchumannOp15No01.mid,data/normalized/c22b50c3bb90341daba6d2a841d4afc41987ae87.xml
Kinderscenen - Curiose Geschichte,R. Schumann,Romantic,D major,18th C.,Piano,piece-info.cgi?id=355,,"Op. 15, No. 2",http://www.mutopiaproject.org/ftp/SchumannR/O15/SchumannOp15No02/SchumannOp15No02.mid,data/files_mutopia/4b1da7fa803681cdeb5acc12d34f75e34126d06b.mid,http://www.mutopiaproject.org/ftp/SchumannR/O15/SchumannOp15No02/SchumannOp15No02.mid,data/normalized/4b1da7fa803681cdeb5acc12d34f75e34126d06b.xml
Kinderscenen - Hasche-Mann,R. Schumann,Romantic,e minor,18th C.,Piano,piece-info.cgi?id=365,,"Op. 15, No. 3",http://www.mutopiaproject.org/ftp/SchumannR/O15/SchumannOp15No03/SchumannOp15No03.mid,data/files_mutopia/10300622b4d2d24c9a315fbbe49a744aafab4719.mid,http://www.mutopiaproject.org/ftp/SchumannR/O15/SchumannOp15No03/SchumannOp15No03.mid,data/normalized/10300622b4d2d24c9a315fbbe49a744aafab4719.xml
Kinderscenen - Bittendes Kind,R. Schumann,Romantic,D major,18th C.,Piano,piece-info.cgi?id=366,,"Op. 15, No. 4",http://www.mutopiaproject.org/ftp/SchumannR/O15/SchumannOp15No04/SchumannOp15No04.mid,data/files_mutopia/2b96dded1d160997e71b5b19b3b61c3f80e5f763.mid,http://www.mutopiaproject.org/ftp/SchumannR/O15/SchumannOp15No04/SchumannOp15No04.mid,data/normalized/2b96dded1d160997e71b5b19b3b61c3f80e5f763.xml
Kinderscenen - Glückes genug,R. Schumann,Romantic,D major,18th C.,Piano,piece-info.cgi?id=372,,"Op. 15, No. 5",http://www.mutopiaproject.org/ftp/SchumannR/O15/SchumannOp15No05/SchumannOp15No05.mid,data/files_mutopia/a281c7eb7461edbd80aa1e10348f4ac6402eb7d4.mid,http://www.mutopiaproject.org/ftp/SchumannR/O15/SchumannOp15No05/SchumannOp15No05.mid,data/normalized/a281c7eb7461edbd80aa1e10348f4ac6402eb7d4.xml
Kinderscenen - Wichtige Begebenheit,R. Schumann,Romantic,A major,18th C.,Piano,piece-info.cgi?id=374,,"Op. 15, No. 6",http://www.mutopiaproject.org/ftp/SchumannR/O15/SchumannOp15No06/SchumannOp15No06.mid,data/files_mutopia/dbc2917f185b20cd01502818aaea8b2115078bcb.mid,http://www.mutopiaproject.org/ftp/SchumannR/O15/SchumannOp15No06/SchumannOp15No06.mid,data/normalized/dbc2917f185b20cd01502818aaea8b2115078bcb.xml
Kinderscenen - Traümerei,R. Schumann,Romantic,F major,18th C.,Piano,piece-info.cgi?id=504,,O 15 N 7,http://www.mutopiaproject.org/ftp/SchumannR/O15/SchumannOp15No07/SchumannOp15No07.mid,data/files_mutopia/5704544ab3e646c09d1cf202441963e2d1bef784.mid,http://www.mutopiaproject.org/ftp/SchumannR/O15/SchumannOp15No07/SchumannOp15No07.mid,data/normalized/5704544ab3e646c09d1cf202441963e2d1bef784.xml
Romanzen,R. Schumann,Romantic,F# major, ,Piano,piece-info.cgi?id=314,,"Op. 28, No. 2",http://www.mutopiaproject.org/ftp/SchumannR/O28/romanze-op28-2/romanze-op28-2.mid,data/files_mutopia/bc78858984f64d121d88b6d87cc666bbec37e852.mid,http://www.mutopiaproject.org/ftp/SchumannR/O28/romanze-op28-2/romanze-op28-2.mid,data/normalized/bc78858984f64d121d88b6d87cc666bbec37e852.xml
Album pour la jeunesse - 1.Mélodie ,R. Schumann,Romantic,C major,1848,Piano,piece-info.cgi?id=647,,O 68 n°1,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-01-melodie/schumann-op68-01-melodie.mid,data/files_mutopia/78f2dc023dc1139a4a4234a1bac079ea8a34b8f0.mid,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-01-melodie/schumann-op68-01-melodie.mid,data/normalized/78f2dc023dc1139a4a4234a1bac079ea8a34b8f0.xml
Album pour la jeunesse - 2.Marche militaire ,R. Schumann,Romantic,G major,1848,Piano,piece-info.cgi?id=650,,O 68 n°2 ,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-02-marche-militaire/schumann-op68-02-marche-militaire.mid,data/files_mutopia/c43e91491af1a9d31b6a12032d7ab0963cfa168e.mid,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-02-marche-militaire/schumann-op68-02-marche-militaire.mid,data/normalized/c43e91491af1a9d31b6a12032d7ab0963cfa168e.xml
Album pour la jeunesse - 3.Chanson fredonnée,R. Schumann,Romantic,C major,1848,Piano,piece-info.cgi?id=651,,O 68 n°3,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-03-chanson-fredonnee/schumann-op68-03-chanson-fredonnee.mid,data/files_mutopia/3cafba95291df523afa13523ee9ab2d85b7d44a9.mid,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-03-chanson-fredonnee/schumann-op68-03-chanson-fredonnee.mid,data/normalized/3cafba95291df523afa13523ee9ab2d85b7d44a9.xml
Album pour la jeunesse - 5.Petite pièce ,R. Schumann,Romantic,C major,1848,Piano,piece-info.cgi?id=653,,O 68 n°5 ,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-05-petite-piece/schumann-op68-05-petite-piece.mid,data/files_mutopia/17d355221f879afe7c255c822a21885349ba04dd.mid,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-05-petite-piece/schumann-op68-05-petite-piece.mid,data/normalized/17d355221f879afe7c255c822a21885349ba04dd.xml
Album pour la jeunesse - 4.Un choral ,R. Schumann,Romantic,G major,1848,Piano,piece-info.cgi?id=782,,O 68 n°4 ,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-04-choral/schumann-op68-04-choral.mid,data/files_mutopia/200ca4510f4caf9bfe0fcd9abcae31c2061ab5f6.mid,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-04-choral/schumann-op68-04-choral.mid,data/normalized/200ca4510f4caf9bfe0fcd9abcae31c2061ab5f6.xml
Album pour la jeunesse - 7.Chanson du chasseur ,R. Schumann,Romantic,F major,1848,Piano,piece-info.cgi?id=691,,O 68 n°7 ,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-07-chanson-du-chasseur/schumann-op68-07-chanson-du-chasseur.mid,data/files_mutopia/5812258c7e06990f904ffbbfd925ce1857efc6ff.mid,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-07-chanson-du-chasseur/schumann-op68-07-chanson-du-chasseur.mid,data/normalized/5812258c7e06990f904ffbbfd925ce1857efc6ff.xml
Album pour la jeunesse - 6.Pauvre orpheline ,R. Schumann,Romantic,a minor,1848,Piano,piece-info.cgi?id=687,,O 68 n°6 ,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-06-pauvre-orpheline/schumann-op68-06-pauvre-orpheline.mid,data/files_mutopia/8aa7451a36cd4c96ee120fe0a491c49bb18f915a.mid,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-06-pauvre-orpheline/schumann-op68-06-pauvre-orpheline.mid,data/normalized/8aa7451a36cd4c96ee120fe0a491c49bb18f915a.xml
Album pour la jeunesse - 8.Le cavalier sauvage ,R. Schumann,Romantic,a minor,1848,Piano,piece-info.cgi?id=655,,O 68 n°8 ,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-08-cavalier-sauvage/schumann-op68-08-cavalier-sauvage.mid,data/files_mutopia/5772cc8cf9d52133cc99b6c3d2949123422febe1.mid,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-08-cavalier-sauvage/schumann-op68-08-cavalier-sauvage.mid,data/normalized/5772cc8cf9d52133cc99b6c3d2949123422febe1.xml
Album pour la jeunesse - 9.Chanson populaire ,R. Schumann,Romantic,d minor,1848,Piano,piece-info.cgi?id=675,,O 68 n°9 ,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-09-chanson-populaire/schumann-op68-09-chanson-populaire.mid,data/files_mutopia/eda8695d4361ebebdf9eaeaf346cbe22a771bc58.mid,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-09-chanson-populaire/schumann-op68-09-chanson-populaire.mid,data/normalized/eda8695d4361ebebdf9eaeaf346cbe22a771bc58.xml
Album pour la jeunesse - 12.Le Père Fouettard ,R. Schumann,Romantic,a minor,1848,Piano,piece-info.cgi?id=784,,O 68 n°12 ,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-12-Pere-Fouettard/schumann-op68-12-Pere-Fouettard.mid,data/files_mutopia/7a0d08922855bffbab6af9d402937e7b933be150.mid,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-12-Pere-Fouettard/schumann-op68-12-Pere-Fouettard.mid,data/normalized/7a0d08922855bffbab6af9d402937e7b933be150.xml
Album pour la jeunesse - 10.Le gai laboureur ,R. Schumann,Romantic,F major,1848,Piano,piece-info.cgi?id=659,,O 68 n°10 ,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-10-gai-laboureur/schumann-op68-10-gai-laboureur.mid,data/files_mutopia/8581d5486b3adb452069004289d408b5801c9f90.mid,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-10-gai-laboureur/schumann-op68-10-gai-laboureur.mid,data/normalized/8581d5486b3adb452069004289d408b5801c9f90.xml
Album pour la jeunesse - 11.Sicilienne ,R. Schumann,Romantic,a minor,1848,Piano,piece-info.cgi?id=783,,O 68 n°11 ,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-11-sicilienne/schumann-op68-11-sicilienne.mid,data/files_mutopia/93188745f78e7b1328bf353a60762b7dec614758.mid,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-11-sicilienne/schumann-op68-11-sicilienne.mid,data/normalized/93188745f78e7b1328bf353a60762b7dec614758.xml
Album pour la jeunesse - 16.Premier chagrin ,R. Schumann,Romantic,e minor,1848,Piano,piece-info.cgi?id=676,,O 68 n°16 ,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-16-premier-chagrin/schumann-op68-16-premier-chagrin.mid,data/files_mutopia/9bc8d414937fa9dee7cd6c4fd3c34825241bed68.mid,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-16-premier-chagrin/schumann-op68-16-premier-chagrin.mid,data/normalized/9bc8d414937fa9dee7cd6c4fd3c34825241bed68.xml
Album pour la jeunesse - 14.Petite Etude ,R. Schumann,Romantic,G major,1848,Piano,piece-info.cgi?id=786,,O 68 n°14 ,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-14-petite-etude/schumann-op68-14-petite-etude.mid,data/files_mutopia/45925936fd4c35b398e376c88f451deb160ec121.mid,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-14-petite-etude/schumann-op68-14-petite-etude.mid,data/normalized/45925936fd4c35b398e376c88f451deb160ec121.xml
"Album pour la jeunesse - 13.Mai, cher Mai, ... ",R. Schumann,Romantic,E major,1848,Piano,piece-info.cgi?id=662,,O 68 n°13 ,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-13-Mai-cher-Mai/schumann-op68-13-Mai-cher-Mai.mid,data/files_mutopia/c3834f9b49503b62dd9daf36c04fdfbd5ea655b5.mid,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-13-Mai-cher-Mai/schumann-op68-13-Mai-cher-Mai.mid,data/normalized/c3834f9b49503b62dd9daf36c04fdfbd5ea655b5.xml
Album pour la jeunesse - 25.Echos du Théâtre ,R. Schumann,Romantic,a minor,1848,Piano,piece-info.cgi?id=787,,O 68 n°25 ,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-25-theater/schumann-op68-25-theater.mid,data/files_mutopia/38a737b627227dc9c08c28d70cb488089248d902.mid,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-25-theater/schumann-op68-25-theater.mid,data/normalized/38a737b627227dc9c08c28d70cb488089248d902.xml
Album pour la jeunesse - 18.Chant des moissonneurs ,R. Schumann,Romantic,C major,1848,Piano,piece-info.cgi?id=663,,O 68 n°18 ,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-18-moissonneurs/schumann-op68-18-moissonneurs.mid,data/files_mutopia/a7f8d3eaeb877a5ad995aa4f49f8812594f3714b.mid,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-18-moissonneurs/schumann-op68-18-moissonneurs.mid,data/normalized/a7f8d3eaeb877a5ad995aa4f49f8812594f3714b.xml
Album pour la jeunesse - 26. * * * * * ,R. Schumann,Romantic,F major,1848,Piano,piece-info.cgi?id=788,,O 68 n°26 ,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-26-sans-titre/schumann-op68-26-sans-titre.mid,data/files_mutopia/ddb9c4b6cac31f029dc1f29aa14501079a40f642.mid,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-26-sans-titre/schumann-op68-26-sans-titre.mid,data/normalized/ddb9c4b6cac31f029dc1f29aa14501079a40f642.xml
Album pour la jeunesse - 32.Sheherazade ,R. Schumann,Romantic,a minor,1848,Piano,piece-info.cgi?id=692,,O 68 n°32 ,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-32-sheherazade/schumann-op68-32-sheherazade.mid,data/files_mutopia/050749d1e6cc2b73c7e71ded80cfc1149db6853b.mid,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-32-sheherazade/schumann-op68-32-sheherazade.mid,data/normalized/050749d1e6cc2b73c7e71ded80cfc1149db6853b.xml
Album pour la jeunesse - 36.Chant de marins italiens ,R. Schumann,Romantic,g minor,1848,Piano,piece-info.cgi?id=688,,O 68 n°36 ,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-36-chant-de-marins-italiens/schumann-op68-36-chant-de-marins-italiens.mid,data/files_mutopia/f9e8187b9a86ca5e1422b9a24716454807ff00b2.mid,http://www.mutopiaproject.org/ftp/SchumannR/O68/schumann-op68-36-chant-de-marins-italiens/schumann-op68-36-chant-de-marins-italiens.mid,data/normalized/f9e8187b9a86ca5e1422b9a24716454807ff00b2.xml
Etude,A. Scriabin,Classical,c# minor, ,Piano,piece-info.cgi?id=1029,,"Op. 2, No. 1",http://www.mutopiaproject.org/ftp/ScriabinA/O2/scriabin_etude_2_1/scriabin_etude_2_1.mid,data/files_mutopia/b49a33e36bca725cbd38efebf2f8bf6cb5185ac0.mid,http://www.mutopiaproject.org/ftp/ScriabinA/O2/scriabin_etude_2_1/scriabin_etude_2_1.mid,data/normalized/b49a33e36bca725cbd38efebf2f8bf6cb5185ac0.xml
Préludes opus 16 - 1. ,A. Scriabin,Romantic,B major,composer's dates,Piano,piece-info.cgi?id=759,,O 16 n°1,http://www.mutopiaproject.org/ftp/ScriabinA/O16/scriabine-op16-no1/scriabine-op16-no1.mid,data/files_mutopia/72222d15ba7f35628d20cfd2c7e2dd4b189a6f5e.mid,http://www.mutopiaproject.org/ftp/ScriabinA/O16/scriabine-op16-no1/scriabine-op16-no1.mid,data/normalized/72222d15ba7f35628d20cfd2c7e2dd4b189a6f5e.xml
Préludes opus 16 - 2. ,A. Scriabin,Romantic,g# minor,composer's dates,Piano,piece-info.cgi?id=760,,O 16 n°2,http://www.mutopiaproject.org/ftp/ScriabinA/O16/scriabine-op16-no2/scriabine-op16-no2.mid,data/files_mutopia/bcbb69c8d1670d81399f6f79b70eea18369ca7ae.mid,http://www.mutopiaproject.org/ftp/ScriabinA/O16/scriabine-op16-no2/scriabine-op16-no2.mid,data/normalized/bcbb69c8d1670d81399f6f79b70eea18369ca7ae.xml
Prelude,A. Scriabin,Romantic,C major, ,Piano,piece-info.cgi?id=1779,,Op. 11,http://www.mutopiaproject.org/ftp/ScriabinA/O11/Scriabin_prelude_op11no1/Scriabin_prelude_op11no1.mid,data/files_mutopia/6f41c621a28c4876d70c08d684817d35c75636e9.mid,http://www.mutopiaproject.org/ftp/ScriabinA/O11/Scriabin_prelude_op11no1/Scriabin_prelude_op11no1.mid,data/normalized/6f41c621a28c4876d70c08d684817d35c75636e9.xml
Préludes opus 16 - 4. ,A. Scriabin,Romantic,e- minor,composer's dates,Piano,piece-info.cgi?id=762,,O 16 n°4,http://www.mutopiaproject.org/ftp/ScriabinA/O16/scriabine-op16-no4/scriabine-op16-no4.mid,data/files_mutopia/5b972aa4c01956860ea1c8e76d65a19b26566984.mid,http://www.mutopiaproject.org/ftp/ScriabinA/O16/scriabine-op16-no4/scriabine-op16-no4.mid,data/normalized/5b972aa4c01956860ea1c8e76d65a19b26566984.xml
Préludes opus 16 - 3. ,A. Scriabin,Romantic,F# major,composer's dates,Piano,piece-info.cgi?id=761,,O 16 n°3,http://www.mutopiaproject.org/ftp/ScriabinA/O16/scriabine-op16-no3/scriabine-op16-no3.mid,data/files_mutopia/3871378f943aa227f458851ad985aa6927fe3914.mid,http://www.mutopiaproject.org/ftp/ScriabinA/O16/scriabine-op16-no3/scriabine-op16-no3.mid,data/normalized/3871378f943aa227f458851ad985aa6927fe3914.xml
Préludes opus 16 - 5. ,A. Scriabin,Romantic,F# major,composer's dates,Piano,piece-info.cgi?id=763,,O 16 n°5,http://www.mutopiaproject.org/ftp/ScriabinA/O16/scriabine-op16-no5/scriabine-op16-no5.mid,data/files_mutopia/03360106806c8d3138b1ba6b5cd022c4d1d8ba87.mid,http://www.mutopiaproject.org/ftp/ScriabinA/O16/scriabine-op16-no5/scriabine-op16-no5.mid,data/normalized/03360106806c8d3138b1ba6b5cd022c4d1d8ba87.xml
Prelude,A. Scriabin,Romantic,F major,1910,Piano,piece-info.cgi?id=445,,"Op. 59, No. 2",http://www.mutopiaproject.org/ftp/ScriabinA/O59/prelude/prelude.mid,data/files_mutopia/cca121874ecd77e1a6bc1b16f876d2463a22c390.mid,http://www.mutopiaproject.org/ftp/ScriabinA/O59/prelude/prelude.mid,data/normalized/cca121874ecd77e1a6bc1b16f876d2463a22c390.xml
Little Toy Lost,A. Sidwell,Jazz,C major,2006/Aug/23,Piano,piece-info.cgi?id=834,, ,http://www.mutopiaproject.org/ftp/SidwellA/little-toy-lost/little-toy-lost.mid,data/files_mutopia/b0007bfaeb0c926b6eee78f0f108e7351a259c40.mid,http://www.mutopiaproject.org/ftp/SidwellA/little-toy-lost/little-toy-lost.mid,data/normalized/b0007bfaeb0c926b6eee78f0f108e7351a259c40.xml
Miniature No.2,A. Sidwell,Romantic,D major,2007/Jan/18,Piano,piece-info.cgi?id=910,, ,http://www.mutopiaproject.org/ftp/SidwellA/miniature-2/miniature-2.mid,data/files_mutopia/fca089216393e8e6867ca08012a73189101ff5a7.mid,http://www.mutopiaproject.org/ftp/SidwellA/miniature-2/miniature-2.mid,data/normalized/fca089216393e8e6867ca08012a73189101ff5a7.xml
El Capitan,J. P. Sousa,Classical,F major,1895,Piano,piece-info.cgi?id=600,, ,http://www.mutopiaproject.org/ftp/SousaJP/ElCapitanMarch/ElCapitanMarch.mid,data/files_mutopia/072c52a813ec7cb22c16d8ebec2ecb2c56440fb4.mid,http://www.mutopiaproject.org/ftp/SousaJP/ElCapitanMarch/ElCapitanMarch.mid,data/normalized/072c52a813ec7cb22c16d8ebec2ecb2c56440fb4.xml
Hands across the Sea,J. P. Sousa,Classical,B- major,1899/Mar,Piano,piece-info.cgi?id=609,, ,http://www.mutopiaproject.org/ftp/SousaJP/HandsacrosstheSea/HandsacrosstheSea.mid,data/files_mutopia/7713e8c370105d34882d114d1b592ccb315bf90d.mid,http://www.mutopiaproject.org/ftp/SousaJP/HandsacrosstheSea/HandsacrosstheSea.mid,data/normalized/7713e8c370105d34882d114d1b592ccb315bf90d.xml
Hail to the Spirit of Liberty,J. P. Sousa,Classical,B- major,1900/Mar,Piano,piece-info.cgi?id=608,, ,http://www.mutopiaproject.org/ftp/SousaJP/HailtotheSpiritofLiberty/HailtotheSpiritofLiberty.mid,data/files_mutopia/be71b469aa797b65412f9a388ae5028f571b617f.mid,http://www.mutopiaproject.org/ftp/SousaJP/HailtotheSpiritofLiberty/HailtotheSpiritofLiberty.mid,data/normalized/be71b469aa797b65412f9a388ae5028f571b617f.xml
King Cotton,J. P. Sousa,Classical,A- major,1895/July/28,Piano,piece-info.cgi?id=634,, ,http://www.mutopiaproject.org/ftp/SousaJP/KingCotton/KingCotton.mid,data/files_mutopia/997c00533b87df788d149dda701796367db3efff.mid,http://www.mutopiaproject.org/ftp/SousaJP/KingCotton/KingCotton.mid,data/normalized/997c00533b87df788d149dda701796367db3efff.xml
The Gladiator,J. P. Sousa,Classical,B- major,1886,Piano,piece-info.cgi?id=623,, ,http://www.mutopiaproject.org/ftp/SousaJP/TheGladiator/TheGladiator.mid,data/files_mutopia/f9748dc28819b5ccb6bbf8ec9b95568e59b9dd73.mid,http://www.mutopiaproject.org/ftp/SousaJP/TheGladiator/TheGladiator.mid,data/normalized/f9748dc28819b5ccb6bbf8ec9b95568e59b9dd73.xml
The Invincible Eagle,J. P. Sousa,Classical,G major,1901,Piano,piece-info.cgi?id=624,, ,http://www.mutopiaproject.org/ftp/SousaJP/TheInvincibleEagle/TheInvincibleEagle.mid,data/files_mutopia/7e851865b89e288e79b5fd9f2469b29e03438748.mid,http://www.mutopiaproject.org/ftp/SousaJP/TheInvincibleEagle/TheInvincibleEagle.mid,data/normalized/7e851865b89e288e79b5fd9f2469b29e03438748.xml
The Liberty Bell March,J. P. Sousa,Classical,B- major,1893,Piano,piece-info.cgi?id=625,, ,http://www.mutopiaproject.org/ftp/SousaJP/TheLibertyBell/TheLibertyBell.mid,data/files_mutopia/0582387903f38ae24fd6f1b5c552ce3fa33bcb03.mid,http://www.mutopiaproject.org/ftp/SousaJP/TheLibertyBell/TheLibertyBell.mid,data/normalized/0582387903f38ae24fd6f1b5c552ce3fa33bcb03.xml
Transit of Venus March,J. P. Sousa,March,G major,20 Aug 1896,Piano,piece-info.cgi?id=1410,, ,http://www.mutopiaproject.org/ftp/SousaJP/TransitOfVenus/TransitOfVenus.mid,data/files_mutopia/7384f8acad06ba457d2ac63e3e07e00db1e0c942.mid,http://www.mutopiaproject.org/ftp/SousaJP/TransitOfVenus/TransitOfVenus.mid,data/normalized/7384f8acad06ba457d2ac63e3e07e00db1e0c942.xml
The Countess of Farnham's Waltz,Spagnoletti,Popular / Dance,E- major,c1860,Piano,piece-info.cgi?id=682,, ,http://www.mutopiaproject.org/ftp/Spagnoletti/farnham/farnham.mid,data/files_mutopia/83664a33ffb8af77519ff59ab2afb6149ffd0139.mid,http://www.mutopiaproject.org/ftp/Spagnoletti/farnham/farnham.mid,data/normalized/83664a33ffb8af77519ff59ab2afb6149ffd0139.xml
La Dorset,Spagnoletti,Popular / Dance,F major,c1860,Piano,piece-info.cgi?id=677,, ,http://www.mutopiaproject.org/ftp/Spagnoletti/ladorset/ladorset.mid,data/files_mutopia/2c41c814c4ad81ae5d320e5cfff2c3db6b5cd054.mid,http://www.mutopiaproject.org/ftp/Spagnoletti/ladorset/ladorset.mid,data/normalized/2c41c814c4ad81ae5d320e5cfff2c3db6b5cd054.xml
Prelude in Lydian Mode,A. V. Stanchinsky,Classical,c minor,1908,Piano,piece-info.cgi?id=1957,, ,http://www.mutopiaproject.org/ftp/StanchinskyAV/pilm/pilm.mid,data/files_mutopia/78a584aa35bf97ef62ec20a83bfbee4f33ad6d47.mid,http://www.mutopiaproject.org/ftp/StanchinskyAV/pilm/pilm.mid,data/normalized/78a584aa35bf97ef62ec20a83bfbee4f33ad6d47.xml
The Blue Danube Waltz (main theme),J. Strauss Jr.,Romantic,C major,1867,Piano,piece-info.cgi?id=519,,Op. 314,http://www.mutopiaproject.org/ftp/StraussJJ/O314/blue_danube/blue_danube.mid,data/files_mutopia/9124245b146ae265db62af8723d66b334330279b.mid,http://www.mutopiaproject.org/ftp/StraussJJ/O314/blue_danube/blue_danube.mid,data/normalized/9124245b146ae265db62af8723d66b334330279b.xml
The Washington Post,J. P. Sousa,March,C major, ,Piano,piece-info.cgi?id=1321,, ,http://www.mutopiaproject.org/ftp/SousaJP/sousa_washington_post/sousa_washington_post.mid,data/files_mutopia/3322588382f1f028202b0ff1f8d442b6368de2c7.mid,http://www.mutopiaproject.org/ftp/SousaJP/sousa_washington_post/sousa_washington_post.mid,data/normalized/3322588382f1f028202b0ff1f8d442b6368de2c7.xml
The Stars and Stripes Forever,J. P. Sousa,Classical,A- major,1896,Piano,piece-info.cgi?id=626,, ,http://www.mutopiaproject.org/ftp/SousaJP/TheStarsAndStripesForever/TheStarsAndStripesForever.mid,data/files_mutopia/c4dbdca313a5099505d92d1e7a810371843011b6.mid,http://www.mutopiaproject.org/ftp/SousaJP/TheStarsAndStripesForever/TheStarsAndStripesForever.mid,data/normalized/c4dbdca313a5099505d92d1e7a810371843011b6.xml
Thunder and Lightning,J. Strauss Jr.,Song,G major, ,Piano,piece-info.cgi?id=610,,Op. 324,http://www.mutopiaproject.org/ftp/StraussJJ/O324/blitz/blitz.mid,data/files_mutopia/604d6612a04aa0afd34ac83927a37cabd9a5af77.mid,http://www.mutopiaproject.org/ftp/StraussJJ/O324/blitz/blitz.mid,data/normalized/604d6612a04aa0afd34ac83927a37cabd9a5af77.xml
The Seasons: January,P. I. Tchaikovsky,Romantic,e minor, ,Piano,piece-info.cgi?id=1171,,"O 37,1",http://www.mutopiaproject.org/ftp/TchaikovskyPI/O37/Tschaikowsky-op37.1/Tschaikowsky-op37.1.mid,data/files_mutopia/f32eb606954c6c78c3abe6b085104d8ce30ad1a1.mid,http://www.mutopiaproject.org/ftp/TchaikovskyPI/O37/Tschaikowsky-op37.1/Tschaikowsky-op37.1.mid,data/normalized/f32eb606954c6c78c3abe6b085104d8ce30ad1a1.xml
Morning Prayer,P. I. Tchaikovsky,Romantic,G major,1878,Piano,piece-info.cgi?id=2032,,"Op. 39, No. 1",http://www.mutopiaproject.org/ftp/TchaikovskyPI/O39/01MorningPrayer/01MorningPrayer.mid,data/files_mutopia/f3f5c2fa19155f0a34425965280ad6cd44411c9b.mid,http://www.mutopiaproject.org/ftp/TchaikovskyPI/O39/01MorningPrayer/01MorningPrayer.mid,data/normalized/f3f5c2fa19155f0a34425965280ad6cd44411c9b.xml
